종목,종목명,섹터,신호일,진입일,진입가,섹터강도,r1,r2,r3,r5,r7,r10,r15,r20,why1,why2,why3,why5,why7,why10,why15,why20
052690,한전기술,전력·인프라,2024-03-11,2024-03-12,72400.0,11.93,1.105,0.5525,0.9669,-4.6961,-4.6961,-4.6961,-4.6961,-4.6961,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
052690,한전기술,전력·인프라,2024-04-29,2024-04-30,65500.0,20.82,0.0,1.0687,-0.916,1.5267,3.8168,5.6489,7.3282,4.5802,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
052690,한전기술,전력·인프라,2024-05-22,2024-05-23,73200.0,19.13,-3.9617,-1.3661,0.4098,-5.1913,-6.4208,-6.4208,-6.4208,-6.4208,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
052690,한전기술,전력·인프라,2024-05-27,2024-05-28,73500.0,26.59,-0.6803,-5.5782,-6.8027,-6.8027,-6.8027,-6.8027,-6.8027,-6.8027,기간만료,기간만료,손절,손절,손절,손절,손절,손절
052690,한전기술,전력·인프라,2024-07-08,2024-07-09,73400.0,-4.3,2.1798,-1.2262,-4.9046,6.9482,29.4278,0.0,-2.9973,-2.9973,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
052690,한전기술,전력·인프라,2024-07-09,2024-07-10,75000.0,-0.95,-3.3333,-6.9333,-6.9333,-6.9333,-6.9333,-6.9333,-6.9333,-6.9333,기간만료,손절,손절,손절,손절,손절,손절,손절
052690,한전기술,전력·인프라,2024-07-12,2024-07-15,76400.0,0.84,2.7487,0.3927,24.3455,-4.3194,-6.4136,-6.4136,-6.4136,-6.4136,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
052690,한전기술,전력·인프라,2024-07-15,2024-07-16,78500.0,0.73,-2.293,21.0191,5.4777,-6.879,-6.879,-6.879,-6.879,-6.879,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
052690,한전기술,전력·인프라,2024-07-18,2024-07-19,82800.0,-2.16,-11.715,-11.715,-11.715,-11.715,-11.715,-11.715,-11.715,-11.715,손절,손절,손절,손절,손절,손절,손절,손절
052690,한전기술,전력·인프라,2024-10-17,2024-10-18,69000.0,11.72,1.7391,3.7681,4.058,1.7391,5.2174,1.0145,-2.1739,-2.1739,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
052690,한전기술,전력·인프라,2024-10-21,2024-10-22,71600.0,9.72,0.2793,-1.5363,-1.9553,1.3966,-5.0279,-5.7263,-5.7263,-5.7263,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
052690,한전기술,전력·인프라,2025-01-10,2025-01-13,59300.0,6.15,0.8432,3.0354,5.9022,9.7808,13.9966,14.3339,13.1535,19.0556,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
052690,한전기술,전력·인프라,2025-01-17,2025-01-20,65100.0,12.02,-0.768,3.8402,4.7619,4.1475,3.2258,3.0722,8.4485,5.8372,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
052690,한전기술,전력·인프라,2025-02-14,2025-02-17,70100.0,9.12,-0.1427,2.8531,-0.7133,-3.281,-3.281,-3.281,-3.281,-3.281,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈
052690,한전기술,전력·인프라,2025-04-18,2025-04-21,64300.0,5.47,-1.2442,-0.4666,-2.0218,1.8663,4.8212,-1.3997,-4.0435,-4.0435,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
052690,한전기술,전력·인프라,2025-05-16,2025-05-19,66200.0,12.97,-4.2296,-4.2296,-4.2296,-4.2296,-4.2296,-4.2296,-4.2296,-4.2296,손절,손절,손절,손절,손절,손절,손절,손절
052690,한전기술,전력·인프라,2025-05-23,2025-05-26,66900.0,21.8,-4.4843,-1.1958,-7.4738,-7.4738,-7.4738,-7.4738,-7.4738,-7.4738,기간만료,기간만료,손절,손절,손절,손절,손절,손절
052690,한전기술,전력·인프라,2025-06-05,2025-06-09,77400.0,13.12,-6.5891,-6.5891,-6.5891,-6.5891,-6.5891,-6.5891,-6.5891,-6.5891,손절,손절,손절,손절,손절,손절,손절,손절
052690,한전기술,전력·인프라,2025-06-12,2025-06-13,90700.0,15.09,14.9945,18.6329,10.6946,29.3275,24.0353,20.7277,7.4972,7.4972,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
052690,한전기술,전력·인프라,2025-06-13,2025-06-16,104300.0,16.25,3.164,-3.7392,0.0,2.4928,13.3269,1.6299,-6.5197,-6.5197,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절
052690,한전기술,전력·인프라,2025-07-29,2025-07-30,94100.0,-1.3,1.0627,-3.0818,-9.6706,-9.6706,-9.6706,-9.6706,-9.6706,-9.6706,기간만료,기간만료,손절,손절,손절,손절,손절,손절
052690,한전기술,전력·인프라,2025-08-06,2025-08-07,97000.0,5.9,-1.4433,-0.5155,3.0928,-1.3402,-5.1546,-16.0825,-16.0825,-16.0825,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
052690,한전기술,전력·인프라,2025-08-21,2025-08-22,105000.0,-1.14,-3.2381,-7.619,-10.2857,-10.2857,-10.2857,-10.2857,-10.2857,-10.2857,기간만료,기간만료,손절,손절,손절,손절,손절,손절
052690,한전기술,전력·인프라,2025-10-15,2025-10-16,98500.0,1.56,-4.5685,0.7107,1.5228,4.264,11.4721,10.7614,-1.1168,-1.1168,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
052690,한전기술,전력·인프라,2025-10-21,2025-10-22,104300.0,1.81,-1.534,4.7939,5.2733,11.697,-0.9588,-5.465,-6.6155,-6.6155,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절
052690,한전기술,전력·인프라,2025-10-29,2025-10-30,109100.0,18.99,-5.3162,-6.7828,-6.7828,-6.7828,-6.7828,-6.7828,-6.7828,-6.7828,기간만료,손절,손절,손절,손절,손절,손절,손절
052690,한전기술,전력·인프라,2025-12-05,2025-12-08,98800.0,-1.66,-3.0364,-2.7328,-1.7206,4.9595,-4.5547,-4.5547,-4.5547,-4.5547,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
052690,한전기술,전력·인프라,2025-12-11,2025-12-12,102600.0,-3.52,1.0721,-6.0429,-6.0429,-6.0429,-6.0429,-6.0429,-6.0429,-6.0429,기간만료,손절,손절,손절,손절,손절,손절,손절
052690,한전기술,전력·인프라,2026-01-12,2026-01-13,102000.0,-4.92,2.9412,12.3529,12.549,29.4118,39.6078,56.3725,24.3137,48.4314,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
052690,한전기술,전력·인프라,2026-01-14,2026-01-15,114600.0,-5.76,0.1745,13.438,15.1832,24.2583,20.8551,17.2775,27.2251,26.0908,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
052690,한전기술,전력·인프라,2026-01-16,2026-01-19,130000.0,-6.93,1.5385,7.9231,9.5385,6.5385,4.6923,-2.0,16.6923,16.6154,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
052690,한전기술,전력·인프라,2026-01-20,2026-01-21,140300.0,2.51,1.4968,-2.7085,-1.283,-2.9936,-3.0649,-9.1946,-9.1946,-9.1946,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
052690,한전기술,전력·인프라,2026-02-04,2026-02-05,145800.0,5.37,1.3717,4.0466,3.8409,-0.8916,3.9781,11.9342,2.1262,1.5089,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절
052690,한전기술,전력·인프라,2026-04-16,2026-04-17,189500.0,2.68,-2.3747,-4.2216,-4.2216,-4.2216,-4.2216,-4.2216,-4.2216,-4.2216,기간만료,손절,손절,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2020-08-11,2020-08-12,25700.0,15.69,4.4747,3.6965,0.1946,-4.0856,-4.0856,-4.0856,-4.0856,-4.0856,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2020-09-16,2020-09-17,25050.0,25.18,-0.5988,-0.998,-1.1976,-2.994,-5.1896,-5.1896,-5.1896,-5.1896,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2020-10-15,2020-10-16,27600.0,-4.93,7.7899,12.3188,10.3261,15.5797,4.8913,2.8986,-0.9058,-0.9058,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2020-10-16,2020-10-19,29750.0,-1.06,4.2017,2.3529,7.8992,3.6975,-2.8571,-8.0672,-8.0672,-8.0672,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
036460,한국가스공사,전력·인프라,2020-10-19,2020-10-20,31000.0,-1.19,-1.7742,3.5484,2.9032,-6.6129,-6.6129,-6.6129,-6.6129,-6.6129,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2020-10-21,2020-10-22,32100.0,0.61,-0.6231,-3.8941,-9.8131,-9.8131,-9.8131,-9.8131,-9.8131,-9.8131,기간만료,기간만료,손절,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2020-12-10,2020-12-11,29700.0,-2.6,4.5455,2.0202,0.3367,5.7239,4.3771,3.1987,6.0606,11.4478,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
036460,한국가스공사,전력·인프라,2020-12-11,2020-12-14,31050.0,-0.67,-2.4155,-4.0258,-3.8647,4.5089,-3.0596,0.3221,4.0258,6.7633,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
036460,한국가스공사,전력·인프라,2020-12-18,2020-12-21,32450.0,1.45,-4.4684,-7.2419,-7.2419,-7.2419,-7.2419,-7.2419,-7.2419,-7.2419,기간만료,손절,손절,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2021-01-12,2021-01-13,33100.0,-7.67,0.1511,5.4381,0.6042,6.4955,1.3595,4.3807,-1.6616,-1.6616,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2021-01-14,2021-01-15,34900.0,-6.0,-4.5845,-1.8625,1.0029,-3.8682,-1.8625,-6.7335,-6.7335,-6.7335,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
036460,한국가스공사,전력·인프라,2021-04-29,2021-04-30,35150.0,6.25,-1.8492,-7.9659,-7.9659,-7.9659,-7.9659,-7.9659,-7.9659,-7.9659,기간만료,손절,손절,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2021-06-07,2021-06-08,39050.0,42.58,-3.4571,-1.0243,-1.9206,-1.0243,-1.2804,-3.8412,-5.5058,-5.5058,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절
036460,한국가스공사,전력·인프라,2021-09-06,2021-09-07,37800.0,3.21,-0.1323,-1.7196,-0.9259,3.9683,7.9365,9.3915,29.1005,28.5714,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
036460,한국가스공사,전력·인프라,2021-09-13,2021-09-14,39300.0,3.4,-1.0178,3.8168,8.3969,5.2163,11.7048,24.173,23.6641,22.9008,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
036460,한국가스공사,전력·인프라,2021-09-15,2021-09-16,40800.0,6.49,4.4118,0.6127,1.348,7.598,16.0539,24.7549,18.3824,14.7059,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
036460,한국가스공사,전력·인프라,2021-09-16,2021-09-17,42600.0,11.38,-3.6385,-2.9343,-3.6385,-3.6385,-3.6385,-3.6385,-3.6385,-3.6385,기간만료,기간만료,손절,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2021-09-28,2021-09-29,47550.0,7.64,-0.4206,2.6288,-1.4721,-3.0494,2.2082,1.367,-1.5773,-1.5773,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2021-12-28,2021-12-29,39400.0,-1.29,-2.0305,-2.4112,-3.5533,-3.5533,-3.5533,-3.5533,-3.5533,-3.5533,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2022-01-13,2022-01-14,38400.0,1.02,-4.0365,-4.0365,-4.0365,-4.0365,-4.0365,-4.0365,-4.0365,-4.0365,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2022-02-24,2022-02-25,38000.0,5.42,0.3947,11.1842,11.0526,24.8684,15.2632,9.3421,5.1316,5.1316,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2022-03-02,2022-03-03,42200.0,10.09,0.8294,12.4408,11.6114,-0.3555,-1.5403,-5.3318,-5.3318,-5.3318,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
036460,한국가스공사,전력·인프라,2022-03-07,2022-03-08,47100.0,9.8,-7.0064,-7.0064,-7.0064,-7.0064,-7.0064,-7.0064,-7.0064,-7.0064,손절,손절,손절,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2022-04-27,2022-04-28,40900.0,6.53,1.3447,-0.978,1.3447,6.6015,5.379,9.0465,5.868,3.912,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
036460,한국가스공사,전력·인프라,2022-05-04,2022-05-06,43600.0,10.33,-1.3761,-1.1468,0.344,2.2936,3.555,-0.6881,-2.5229,-2.5229,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2022-06-08,2022-06-09,46100.0,4.37,0.8677,3.0369,0.3254,-4.1215,-4.1215,-4.1215,-4.1215,-4.1215,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2022-08-12,2022-08-16,40850.0,7.63,-0.8568,0.7344,2.0808,4.896,9.6695,12.1175,3.7944,0.0,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
036460,한국가스공사,전력·인프라,2022-08-23,2022-08-24,44500.0,11.07,0.6742,2.0225,1.1236,0.0,-5.3933,-5.3933,-5.3933,-5.3933,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2022-12-16,2022-12-19,37050.0,6.86,0.0,-0.8097,2.1592,4.1835,0.9447,-10.2564,-10.2564,-10.2564,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
036460,한국가스공사,전력·인프라,2022-12-21,2022-12-22,37850.0,3.84,1.5852,1.9815,4.8877,0.1321,-12.1532,-12.1532,-12.1532,-12.1532,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2023-08-10,2023-08-11,26100.0,1.43,-2.1073,-5.1724,-5.1724,-5.1724,-5.1724,-5.1724,-5.1724,-5.1724,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2023-11-23,2023-11-24,24200.0,-3.05,0.4132,2.0661,1.4463,2.686,1.6529,7.2314,6.1983,3.9256,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
036460,한국가스공사,전력·인프라,2023-12-07,2023-12-08,25950.0,3.61,-0.7707,-0.7707,-0.1927,-0.9634,-3.0829,-3.0829,-3.0829,-3.0829,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2024-01-29,2024-01-30,26600.0,11.49,-1.5038,-1.5038,2.6316,1.8797,4.6992,1.6917,12.218,5.0752,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
036460,한국가스공사,전력·인프라,2024-02-01,2024-02-02,27300.0,6.06,1.2821,-0.7326,-1.2821,2.1978,-0.9158,13.1868,8.0586,6.4103,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
036460,한국가스공사,전력·인프라,2024-02-19,2024-02-20,30900.0,0.72,-3.0744,-3.3981,-2.4272,-4.5307,-9.5469,-9.5469,-9.5469,-9.5469,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2024-06-03,2024-06-04,40800.0,24.78,-4.4118,7.1078,-8.0882,-8.0882,-8.0882,-8.0882,-8.0882,-8.0882,기간만료,기간만료,손절,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2024-06-05,2024-06-07,43700.0,16.51,-14.1876,-14.1876,-14.1876,-14.1876,-14.1876,-14.1876,-14.1876,-14.1876,손절,손절,손절,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2024-06-12,2024-06-13,44450.0,9.27,17.4353,19.91,22.1597,33.1834,36.333,27.1091,3.712,3.712,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2024-06-13,2024-06-14,52200.0,10.76,2.1073,4.023,9.0038,18.7739,21.0728,2.2989,-11.6858,-11.6858,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절
036460,한국가스공사,전력·인프라,2024-07-29,2024-07-30,44700.0,-0.19,-5.8166,-5.8166,-5.8166,-5.8166,-5.8166,-5.8166,-5.8166,-5.8166,손절,손절,손절,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2024-08-12,2024-08-13,46850.0,-5.03,0.8538,1.3874,8.4312,-2.1345,0.3202,9.0715,9.9253,-3.095,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
036460,한국가스공사,전력·인프라,2024-11-19,2024-11-20,46000.0,5.54,-1.3043,0.9783,2.7174,2.9348,-1.7391,-13.913,-13.913,-13.913,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
036460,한국가스공사,전력·인프라,2025-02-03,2025-02-04,36350.0,15.15,-3.4388,-3.4388,-3.4388,-3.4388,-3.4388,-3.4388,-3.4388,-3.4388,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
036460,한국가스공사,전력·인프라,2025-03-05,2025-03-06,41100.0,-2.15,-4.3796,-5.9611,-5.9611,-5.9611,-5.9611,-5.9611,-5.9611,-5.9611,기간만료,손절,손절,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2025-05-26,2025-05-27,42000.0,22.06,-2.5,-2.5,-3.3333,-4.2857,-4.2857,-4.2857,-4.2857,-4.2857,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2025-06-25,2025-06-26,41100.0,13.24,-0.9732,-2.9197,2.1898,2.0681,12.8954,11.4355,8.7591,7.4209,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
036460,한국가스공사,전력·인프라,2025-07-04,2025-07-07,46400.0,10.49,-5.4957,-5.4957,-5.4957,-5.4957,-5.4957,-5.4957,-5.4957,-5.4957,손절,손절,손절,손절,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2025-10-15,2025-10-16,40200.0,1.56,-0.4975,0.7463,1.1194,3.4826,5.7214,6.2189,3.2338,6.592,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
036460,한국가스공사,전력·인프라,2026-01-20,2026-01-21,42200.0,2.51,-3.7915,-2.7251,-3.0806,-4.2654,-5.4502,-5.4502,-5.4502,-5.4502,기간만료,기간만료,기간만료,기간만료,손절,손절,손절,손절
036460,한국가스공사,전력·인프라,2026-02-20,2026-02-23,45450.0,-5.14,-2.4202,-1.7602,-2.7503,-2.0902,-2.0902,-2.0902,-2.0902,-2.0902,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2020-05-28,2020-05-29,2590.931396484375,2.39,4.0146,4.0146,2.9197,3.4672,5.292,-3.2847,-4.3796,-4.3796,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
103590,일진전기,전력·인프라,2020-07-07,2020-07-08,2619.299072265625,-4.33,-0.9025,-1.2635,-2.1661,-2.3466,-1.2635,-0.5415,2.1661,-0.5415,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
103590,일진전기,전력·인프라,2020-07-13,2020-07-14,2619.299072265625,-0.11,-2.3466,0.0,-1.2635,-1.6245,4.6931,1.9856,0.0,-0.5415,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
103590,일진전기,전력·인프라,2020-07-22,2020-07-23,2742.2265625,19.42,-2.5862,-3.6207,-2.5862,-1.8966,-0.5172,-5.0,-5.0,-5.0,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
103590,일진전기,전력·인프라,2020-08-11,2020-08-12,2865.154052734375,15.69,0.0,0.33,-4.6205,-11.5512,-11.5512,-11.5512,-11.5512,-11.5512,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2020-09-04,2020-09-07,2723.314697265625,21.86,12.8472,5.5556,13.7153,20.3125,17.7083,12.1528,2.4306,2.4306,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
103590,일진전기,전력·인프라,2020-09-07,2020-09-08,3073.18505859375,27.9,-6.4615,-6.4615,-6.4615,-6.4615,-6.4615,-6.4615,-6.4615,-6.4615,손절,손절,손절,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2020-09-09,2020-09-10,3096.824951171875,22.11,3.2061,5.8015,1.374,1.374,-1.3741,-8.3969,-8.3969,-8.3969,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절,손절
103590,일진전기,전력·인프라,2020-11-10,2020-11-11,3068.45703125,3.78,-1.5408,-3.8521,-4.7766,-5.547,-5.547,-5.547,-5.547,-5.547,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-01-05,2021-01-06,3328.49560546875,-2.11,-4.5455,-1.4205,-3.4091,-7.6704,-7.6704,-7.6704,-7.6704,-7.6704,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-01-22,2021-01-25,3460.879150390625,-7.77,3.8251,-2.459,-3.2787,-5.4645,-5.4645,-5.4645,-5.4645,-5.4645,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-01-25,2021-01-26,3593.262451171875,-8.04,-6.0526,-6.0526,-6.0526,-6.0526,-6.0526,-6.0526,-6.0526,-6.0526,손절,손절,손절,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-02-03,2021-02-04,3389.95947265625,-9.12,9.7629,1.5342,2.6499,6.1367,5.9972,17.8522,5.4393,5.4393,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
103590,일진전기,전력·인프라,2021-04-06,2021-04-07,3720.917724609375,7.0,-0.3812,0.5083,3.4308,-0.5083,1.906,5.9721,7.878,2.1601,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
103590,일진전기,전력·인프라,2021-04-19,2021-04-20,3952.588623046875,6.1,-0.2392,-2.512,-2.6316,0.2392,2.1531,-3.8277,-3.8277,-3.8277,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
103590,일진전기,전력·인프라,2021-04-27,2021-04-28,4014.05224609375,4.47,0.5889,6.8316,-0.4711,-5.3003,-5.3003,-5.3003,-5.3003,-5.3003,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-04-29,2021-04-30,4288.27490234375,6.25,-6.8357,-6.8357,-6.8357,-6.8357,-6.8357,-6.8357,-6.8357,-6.8357,손절,손절,손절,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-05-27,2021-05-28,4198.443359375,10.42,1.2387,3.3784,2.3649,21.3964,35.1351,34.2342,27.4775,28.3784,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
103590,일진전기,전력·인프라,2021-06-02,2021-06-03,5011.6552734375,22.37,1.6981,11.3208,13.2076,10.9434,3.5849,7.9245,7.7359,4.1509,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
103590,일진전기,전력·인프라,2021-06-03,2021-06-04,5096.75927734375,26.32,9.462,11.3172,6.679,10.5751,1.2987,5.0093,5.7514,2.4119,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈
103590,일진전기,전력·인프라,2021-06-04,2021-06-07,5579.0126953125,31.02,1.6949,-2.5424,-0.339,1.017,1.017,1.017,1.017,1.017,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-06-07,2021-06-08,5673.572265625,42.58,-4.1667,-4.1667,-4.1667,-4.1667,-4.1667,-4.1667,-4.1667,-4.1667,손절,손절,손절,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-07-06,2021-07-07,5493.9091796875,-3.61,-2.4096,-9.8107,-9.8107,-9.8107,-9.8107,-9.8107,-9.8107,-9.8107,기간만료,손절,손절,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-07-15,2021-07-16,5408.8056640625,0.47,42.4825,36.7133,50.3496,27.7972,21.3287,13.8112,9.0909,9.0909,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,20일선이탈,20일선이탈
103590,일진전기,전력·인프라,2021-07-16,2021-07-19,7706.60205078125,2.73,-4.0491,5.5215,-9.4479,-9.4479,-9.4479,-9.4479,-9.4479,-9.4479,기간만료,기간만료,손절,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-07-19,2021-07-20,7394.5556640625,5.39,9.9744,-5.6266,-6.5217,-6.5217,-6.5217,-6.5217,-6.5217,-6.5217,기간만료,기간만료,손절,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-08-26,2021-08-27,5900.51513671875,-2.61,-1.6026,-0.641,0.641,3.2051,0.4808,-4.0064,-7.0513,-7.0513,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절
103590,일진전기,전력·인프라,2021-09-02,2021-09-03,6089.63427734375,3.52,-1.7081,-2.6398,-2.9503,-5.2795,-5.2795,-5.2795,-5.2795,-5.2795,기간만료,기간만료,기간만료,손절,손절,손절,손절,손절
103590,일진전기,전력·인프라,2021-10-15,2021-10-18,5579.0126953125,7.68,2.0339,-0.678,-0.678,0.0,1.5254,-2.8814,-4.2373,-4.2373,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,손절,손절
103590,일진전기,전력·인프라,2021-11-23,2021-11-24,5257.51025390625,-3.67,-1.6187,-2.518,-2.518,-2.518,-2.518,-2.518,-2.518,-2.518,기간만료,기간만료,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈,20일선이탈
103590,일진전기,전력·인프라,2022-03-02,2022-03-03,4685.42529296875,10.09,1.11,0.3027,-2.5227,-0.2018,3.7336,12.6135,15.2371,17.0535,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료,기간만료
